0.000092029,1.1196e-07,-1.09827e-07,-2.05838e-07,2.11994e-07,-1.53143e-07,2.75001e-07,1.3809e-07,-0.00076699,0.00268447,0.00076699,0.00383495,0.00230097,0.00383495,0.00076699,8.27498e-05,-7.17203e-05,-0.000137426,0.00013721,-0.000100598,0.000191593,9.61638e-05,0.900158,-0.780263,-1.49456,1.49264,-1.09479,2.08483,1.04614,
0.001581907,2.07974e-06,-2.01517e-06,-3.78497e-06,3.88022e-06,-2.81171e-06,5.07619e-06,2.54721e-06,-0.00076699,0.00268447,0.00076699,0.00383495,0.00230097,0.00383495,0.00076699,0.00142228,-0.0012327,-0.00236209,0.00235831,-0.00172902,0.00329296,0.00165279,0.899077,-0.779248,-1.49326,1.49073,-1.09312,2.08159,1.04465,
0.011636972,6.10039e-05,-5.26329e-05,-0.000101501,0.000100382,-7.4454e-05,0.000140766,7.04938e-05,-0.00076699,0.00268447,0.00191748,0.00345146,0.00230097,0.00306796,0.000383495,0.0104269,-0.00903423,-0.0173343,0.0172846,-0.0126653,0.0241164,0.0121068,0.891781,-0.772396,-1.48451,1.47785,-1.08185,2.05972,1.0346,
0.021636962,0.000209253,-0.000181419,-0.000348595,0.000347342,-0.000253859,0.000484454,0.000243213,-0.000383495,0.00306796,0.000383495,0.00306796,0.00191748,0.00268447,0.00076699,0.019308,-0.0167241,-0.0321359,0.0319991,-0.023428,0.0446049,0.0224034,0.884524,-0.76558,-1.47581,1.46503,-1.07065,2.03797,1.0246,
0.031640052,0.000446915,-0.000386913,-0.000743734,0.00074038,-0.000542567,0.00103193,0.000518362,0.000383495,0.00230097,0,0.00345146,0.00191748,0.00306796,0.000383495,0.0281196,-0.0243484,-0.0468551,0.0465895,-0.0340821,0.0648817,0.0326025,0.877266,-0.758764,-1.46711,1.45221,-1.05944,2.01621,1.01459,
0.041649103,0.000771568,-0.000668716,-0.00128555,0.0012797,-0.00093632,0.00178223,0.000895031,0.00076699,0.00306796,0.000383495,0.00345146,0.00268447,0.00306796,0.00076699,0.0368637,-0.0319091,-0.0614955,0.0610606,-0.0446293,0.0849529,0.042707,0.870002,-0.751943,-1.4584,1.43939,-1.04822,1.99444,1.00459,
0.051651000,0.00118394,-0.0010249,-0.00197379,0.00196148,-0.00143455,0.00273119,0.00137278,0.00076699,0.00268447,-0.00076699,0.00345146,0.00076699,0.00306796,0.00115049,0.0455296,-0.0393951,-0.0760386,0.0753931,-0.0550574,0.104793,0.0527052,0.862745,-0.745127,-1.4497,1.42657,-1.03702,1.97268,0.994584,
0.061753988,0.00168809,-0.00146105,-0.00281586,0.0027963,-0.00204353,0.00389052,0.00195531,0.00115049,0.00306796,-0.00076699,0.00460194,0.00076699,0.00268447,0.00076699,0.0542087,-0.0468891,-0.0906409,0.0897402,-0.0654778,0.124612,0.0627025,0.855413,-0.738242,-1.44091,1.41362,-1.02569,1.9507,0.984481,
0.071758031,0.00227295,-0.00196731,-0.00379412,0.00376425,-0.00274969,0.0052342,0.00263189,0.00115049,0.00230097,-0.00115049,0.00536893,0.00076699,0.00383495,0.00076699,0.0627301,-0.05424,-0.105012,0.103819,-0.0756821,0.144018,0.0725007,0.848154,-0.731424,-1.43221,1.4008,-1.01448,1.92894,0.974478,
0.081760883,0.00294303,-0.00254605,-0.00491665,0.00487219,-0.0035576,0.00677076,0.00340609,0.00115049,0.00191748,-0.00153398,0.00421845,0,0.00383495,0.00076699,0.071178,-0.0615221,-0.119295,0.117766,-0.0857744,0.163204,0.0821987,0.840895,-0.724608,-1.4235,1.38798,-1.00327,1.90718,0.964475,
0.091654062,0.00368839,-0.00319057,-0.00616651,0.0061056,-0.00445494,0.00847835,0.0042662,0.00153398,0.00230097,-0.00421845,0.00536893,-0.00115049,0.00421845,0.00115049,0.0794611,-0.0686575,-0.133336,0.131434,-0.0956445,0.181965,0.0916915,0.833717,-0.717866,-1.4149,1.37531,-0.992188,1.88566,0.954583,
