0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.065241,0.428077,0.131264,2.376458,0.672054,0.585796,-2.400399
0.005000,0.000026,0.000005,0.000002,0.000030,0.000008,0.000007,-0.000030,0.010300,0.002134,0.000659,0.011854,0.003362,0.002924,-0.011968,2.054781,0.425369,0.132160,2.364980,0.672627,0.583684,-2.386847
0.010000,0.000103,0.000021,0.000007,0.000118,0.000034,0.000029,-0.000120,0.020548,0.004254,0.001322,0.023650,0.006726,0.005837,-0.023868,2.044321,0.422661,0.133056,2.353503,0.673200,0.581572,-2.373295
0.015000,0.000231,0.000048,0.000015,0.000266,0.000076,0.000066,-0.000269,0.030743,0.006360,0.001989,0.035389,0.010094,0.008739,-0.035701,2.033862,0.419953,0.133953,2.342026,0.673773,0.579461,-2.359743
0.020000,0.000410,0.000085,0.000026,0.000472,0.000135,0.000117,-0.000476,0.040886,0.008453,0.002661,0.047070,0.013464,0.011631,-0.047466,2.023402,0.417245,0.134849,2.330549,0.674347,0.577349,-2.346191
0.025000,0.000640,0.000132,0.000041,0.000737,0.000210,0.000182,-0.000743,0.050977,0.010533,0.003338,0.058694,0.016837,0.014513,-0.059163,2.012943,0.414538,0.135745,2.319072,0.674920,0.575237,-2.332638
0.030000,0.000920,0.000190,0.000060,0.001059,0.000303,0.000262,-0.001068,0.061016,0.012599,0.004019,0.070261,0.020213,0.017384,-0.070792,2.002483,0.411830,0.136641,2.307595,0.675493,0.573125,-2.319086
0.035000,0.001250,0.000258,0.000082,0.001439,0.000412,0.000356,-0.001451,0.071002,0.014651,0.004704,0.081770,0.023592,0.020244,-0.082354,1.992024,0.409122,0.137537,2.296118,0.676066,0.571013,-2.305534
0.040000,0.001630,0.000337,0.000107,0.001877,0.000539,0.000464,-0.001891,0.080936,0.016690,0.005394,0.093222,0.026974,0.023094,-0.093848,1.981564,0.406414,0.138433,2.284641,0.676639,0.568901,-2.291982
0.045000,0.002059,0.000425,0.000136,0.002371,0.000682,0.000587,-0.002389,0.090818,0.018715,0.006088,0.104616,0.030358,0.025933,-0.105274,1.971104,0.403706,0.139329,2.273163,0.677212,0.566789,-2.278430
0.050000,0.002538,0.000524,0.000168,0.002923,0.000842,0.000723,-0.002944,0.100647,0.020727,0.006787,0.115954,0.033746,0.028762,-0.116632,1.960645,0.400998,0.140225,2.261686,0.677786,0.564677,-2.264878
0.055000,0.003066,0.000632,0.000204,0.003531,0.001020,0.000874,-0.003555,0.110424,0.022725,0.007491,0.127233,0.037136,0.031580,-0.127922,1.950185,0.398291,0.141121,2.250209,0.678359,0.562565,-2.251325
0.060000,0.003642,0.000751,0.000243,0.004195,0.001214,0.001039,-0.004223,0.120149,0.024710,0.008198,0.138456,0.040530,0.034387,-0.139145,1.939726,0.395583,0.142017,2.238732,0.678932,0.560454,-2.237773
0.065000,0.004267,0.000880,0.000285,0.004915,0.001425,0.001218,-0.004947,0.129821,0.026681,0.008911,0.149621,0.043926,0.037184,-0.150300,1.929266,0.392875,0.142913,2.227255,0.679505,0.558342,-2.224221
0.070000,0.004940,0.001018,0.000332,0.005691,0.001653,0.001411,-0.005726,0.139442,0.028639,0.009628,0.160728,0.047325,0.039971,-0.161387,1.918807,0.390167,0.143810,2.215778,0.680078,0.556230,-2.210669
0.075000,0.005661,0.001166,0.000382,0.006522,0.001898,0.001618,-0.006561,0.149010,0.030583,0.010349,0.171778,0.050726,0.042747,-0.172407,1.908347,0.387459,0.144706,2.204301,0.680651,0.554118,-2.197117
0.080000,0.006430,0.001324,0.000435,0.007409,0.002160,0.001839,-0.007450,0.158525,0.032513,0.011075,0.182771,0.054131,0.045512,-0.183359,1.897888,0.384751,0.145602,2.192824,0.681225,0.552006,-2.183565
0.085000,0.007247,0.001491,0.000493,0.008350,0.002440,0.002073,-0.008394,0.167988,0.034430,0.011805,0.193707,0.057539,0.048267,-0.194242,1.887428,0.382044,0.146498,2.181347,0.681798,0.549894,-2.170012
0.090000,0.008110,0.001668,0.000553,0.009346,0.002736,0.002321,-0.009392,0.177399,0.036334,0.012540,0.204585,0.060949,0.051011,-0.205059,1.876968,0.379336,0.147394,2.169869,0.682371,0.547782,-2.156460
0.095000,0.009020,0.001854,0.000618,0.010396,0.003049,0.002583,-0.010444,0.186758,0.038223,0.013279,0.215405,0.064362,0.053745,-0.215807,1.866509,0.376628,0.148290,2.158392,0.682944,0.545670,-2.142908
0.100000,0.009978,0.002050,0.000686,0.011500,0.003379,0.002859,-0.011550,0.196064,0.040100,0.014023,0.226169,0.067779,0.056468,-0.226488,1.856049,0.373920,0.149186,2.146915,0.683517,0.543558,-2.129356
0.105000,0.010981,0.002255,0.000758,0.012657,0.003727,0.003148,-0.012709,0.205319,0.041963,0.014771,0.236875,0.071198,0.059180,-0.237101,1.845590,0.371212,0.150082,2.135438,0.684090,0.541447,-2.115804
0.110000,0.012031,0.002470,0.000834,0.013868,0.004091,0.003450,-0.013921,0.214520,0.043812,0.015523,0.247523,0.074619,0.061882,-0.247646,1.835130,0.368504,0.150978,2.123961,0.684664,0.539335,-2.102252
0.115000,0.013126,0.002693,0.000913,0.015132,0.004473,0.003767,-0.015186,0.223670,0.045648,0.016280,0.258114,0.078044,0.064574,-0.258123,1.824671,0.365797,0.151874,2.112484,0.685237,0.537223,-2.088699
