0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,-0.000016,0.000013,0.000036,0.000003,0.000041,0.000014,0.000023,-0.006572,0.005285,0.014397,0.001245,0.016311,0.005511,0.009028
0.010000,-0.000066,0.000053,0.000144,0.000012,0.000163,0.000055,0.000090,-0.013114,0.010543,0.028738,0.002489,0.032549,0.010997,0.018018
0.015000,-0.000148,0.000119,0.000323,0.000028,0.000366,0.000124,0.000203,-0.019627,0.015776,0.043022,0.003731,0.048716,0.016457,0.026971
0.020000,-0.000262,0.000211,0.000574,0.000050,0.000650,0.000220,0.000360,-0.026111,0.020983,0.057250,0.004973,0.064810,0.021891,0.035886
0.025000,-0.000409,0.000328,0.000896,0.000078,0.001014,0.000343,0.000562,-0.032565,0.026165,0.071422,0.006214,0.080832,0.027300,0.044764
0.030000,-0.000587,0.000472,0.001288,0.000112,0.001458,0.000493,0.000807,-0.038990,0.031320,0.085537,0.007454,0.096782,0.032682,0.053604
0.035000,-0.000798,0.000642,0.001751,0.000152,0.001982,0.000669,0.001097,-0.045386,0.036450,0.099595,0.008694,0.112659,0.038040,0.062406
0.040000,-0.001041,0.000837,0.002284,0.000199,0.002585,0.000873,0.001431,-0.051753,0.041554,0.113598,0.009932,0.128465,0.043371,0.071171
0.045000,-0.001316,0.001057,0.002887,0.000252,0.003266,0.001103,0.001809,-0.058090,0.046632,0.127543,0.011169,0.144198,0.048677,0.079899
0.050000,-0.001622,0.001303,0.003559,0.000311,0.004027,0.001360,0.002230,-0.064397,0.051685,0.141433,0.012406,0.159859,0.053957,0.088588
0.055000,-0.001960,0.001574,0.004301,0.000376,0.004865,0.001643,0.002695,-0.070676,0.056711,0.155266,0.013641,0.175447,0.059212,0.097241
0.060000,-0.002329,0.001870,0.005112,0.000447,0.005781,0.001952,0.003203,-0.076925,0.061712,0.169042,0.014876,0.190964,0.064441,0.105855
0.065000,-0.002729,0.002191,0.005991,0.000524,0.006774,0.002287,0.003753,-0.083145,0.066687,0.182762,0.016109,0.206408,0.069644,0.114433
0.070000,-0.003160,0.002537,0.006939,0.000608,0.007845,0.002648,0.004347,-0.089335,0.071636,0.196426,0.017342,0.221780,0.074821,0.122972
0.075000,-0.003622,0.002907,0.007956,0.000698,0.008992,0.003035,0.004983,-0.095496,0.076560,0.210033,0.018574,0.237080,0.079973,0.131474
0.080000,-0.004115,0.003302,0.009040,0.000794,0.010216,0.003448,0.005662,-0.101628,0.081457,0.223584,0.019804,0.252308,0.085099,0.139939
0.085000,-0.004639,0.003722,0.010191,0.000896,0.011515,0.003886,0.006382,-0.107730,0.086329,0.237079,0.021034,0.267463,0.090200,0.148366
0.090000,-0.005192,0.004166,0.011410,0.001004,0.012890,0.004350,0.007145,-0.113803,0.091175,0.250517,0.022263,0.282546,0.095274,0.156755
0.095000,-0.005777,0.004633,0.012696,0.001118,0.014340,0.004839,0.007950,-0.119847,0.095996,0.263899,0.023491,0.297557,0.100324,0.165107
0.100000,-0.006391,0.005125,0.014049,0.001239,0.015866,0.005353,0.008796,-0.125862,0.100790,0.277224,0.024718,0.312496,0.105347,0.173421
0.105000,-0.007035,0.005641,0.015469,0.001366,0.017465,0.005892,0.009684,-0.131847,0.105559,0.290493,0.025945,0.327363,0.110345,0.181698
